"","video_id","publishedAt","channelId","title","description","thumbnails.default.url","thumbnails.default.width","thumbnails.default.height","thumbnails.medium.url","thumbnails.medium.width","thumbnails.medium.height","thumbnails.high.url","thumbnails.high.width","thumbnails.high.height","channelTitle","liveBroadcastContent","vid_id","SearchTerm_cacomistle","SearchTerm_ringtail_cat","SearchTerm_miners_cat","URL","Title","Uploader","Include_studyspecies","Filter_criteria","notes","ringtails_individuals","human_individuals","date_posted","date_recorded","direct feeding","provided_food_type","using human structure","natural foraging","natural_foraged_food_type","foraging human resources","foraged_hr_food_type","human wildlife conflict","activity","HumanInterface","location","latitude","longitude"
"922","IlFglgvT7IU","2015-05-22T15:41:16.000Z","UCBMIVjyfDjA_YdTCSMPBW7g","En Busca Del Legendario Cacomixtle","","https://i.ytimg.com/vi/IlFglgvT7IU/default.jpg","120","90","https://i.ytimg.com/vi/IlFglgvT7IU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/IlFglgvT7IU/hqdefault.jpg","480","360","Misael Anaya","none",757,"yes","no","no","https://www.youtube.com/watch?v=IlFglgvT7IU","En Busca Del Legendario Cacomixtle","Misael Anaya","maybe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","0B04b1M0Lhw","2012-08-15T06:08:10.000Z","UCv0V_PZST1BbzmEpY18UQlA","Aquí los cacomixtles que capture...en vídeo","Durante mucho tiempo estos animalitos me despertaron, un día decidí capturarlos... En video claro está, me sorprendió lo bonitos que son y ahora siempre les ...","https://i.ytimg.com/vi/0B04b1M0Lhw/default.jpg","120","90","https://i.ytimg.com/vi/0B04b1M0Lhw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/0B04b1M0Lhw/hqdefault.jpg","480","360","Cristian VeVa","none",122,"yes","no","no","https://www.youtube.com/watch?v=0B04b1M0Lhw","Aquí los cacomixtles que capture...en vídeo","Cristian VeVa","yes",NA,"repeated visits","1","0",NA,NA,"yes","toast; french fries","yes","no",NA,"no",NA,"no","eating","residential",NA,NA,NA
"924","bLrmYJSMsc8","2016-05-19T20:37:09.000Z","UC1dapQ927lPo44DJJ1VX_HA","7 rayas &quot;El pescao&quot;","Guitarras, bajo, voces e instrumentos virtuales por Ricardo Gómez. Producción y Fotografía: Pepe sys a través de msys fotografía Edición de vídeo : Ricardo ...","https://i.ytimg.com/vi/bLrmYJSMsc8/default.jpg","120","90","https://i.ytimg.com/vi/bLrmYJSMsc8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/bLrmYJSMsc8/hqdefault.jpg","480","360","Faisán audio","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","Wu6DWdNVi0Q","2017-03-08T16:53:46.000Z","UC1dapQ927lPo44DJJ1VX_HA","7 rayas- &quot;El robo del 7 rayas&quot;","Batería: Adolfo Canto. Guitarra bajo y voz: Ricardo Gómez. Edición: Martha Salazar Ulloa.","https://i.ytimg.com/vi/Wu6DWdNVi0Q/default.jpg","120","90","https://i.ytimg.com/vi/Wu6DWdNVi0Q/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Wu6DWdNVi0Q/hqdefault.jpg","480","360","Faisán audio","none",408,"yes","no","no","https://www.youtube.com/watch?v=Wu6DWdNVi0Q","7 rayas- ""El robo del 7 rayas""","Faisán audio","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","VLHNH39-qiA","2018-01-19T19:34:43.000Z","UCkaRzc-GCHyHtT85kJUoGmQ","How to Pronounce sonder - American English","Learn how to say/pronounce sonder in American English. Subscribe for more videos!","https://i.ytimg.com/vi/VLHNH39-qiA/default.jpg","120","90","https://i.ytimg.com/vi/VLHNH39-qiA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/VLHNH39-qiA/hqdefault.jpg","480","360","HowToPronounce41","none",449,"yes","no","no","https://www.youtube.com/watch?v=VLHNH39-qiA","How to Pronounce sonder - American English","HowToPronounce41","no","pronounciation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","MURvQqaz3Oc","2017-12-30T16:02:41.000Z","UCXqiKRCbBQoGBLAFrsHn0lQ","EL lémur chilla - Sonidos animales para niños","Chillido del lémur de cola anillada con sonido, voz, onomatopeya y texto para niños. Aprende a identificar, diferenciar y relacionar los animales con imágenes, ...","https://i.ytimg.com/vi/MURvQqaz3Oc/default.jpg","120","90","https://i.ytimg.com/vi/MURvQqaz3Oc/mqdefault.jpg","320","180","https://i.ytimg.com/vi/MURvQqaz3Oc/hqdefault.jpg","480","360","SoniNatur","none",676,"yes","no","no","https://www.youtube.com/watch?v=MURvQqaz3Oc","EL lémur chilla - Sonidos animales para niños","SoniNatur","no","ring-tailed lemur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","QgpHKHG4VWI","2012-09-22T01:22:07.000Z","UCMjFoZYWGis22_bgZshsgrA","Poneos de pie","Poema: Poneos de pie. Autor: Nezahualcóyotl. De Nezahualcóyotl (1402-1472), señor de Texcoco y poeta, ha escrito Miguel León-Portilla: ""Si Cuauhtémoc ...","https://i.ytimg.com/vi/QgpHKHG4VWI/default.jpg","120","90","https://i.ytimg.com/vi/QgpHKHG4VWI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/QgpHKHG4VWI/hqdefault.jpg","480","360","ElCafePoiesis","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","LDjWPUvx_-o","2017-09-01T20:11:15.000Z","UCb0RegamAvYVSOIbxMOzo0Q","Nos visita Siete Rayas (yolixpa)","Comenzando el mes patrio platicamos con Alberto Hakim y Nicolás González de Yolixpa Siete Rayas, quienes nos platican acerca del origen e historia de esta ...","https://i.ytimg.com/vi/LDjWPUvx_-o/default.jpg","120","90","https://i.ytimg.com/vi/LDjWPUvx_-o/mqdefault.jpg","320","180","https://i.ytimg.com/vi/LDjWPUvx_-o/hqdefault.jpg","480","360","Sabersinfin TV","none",663,"yes","no","no","https://www.youtube.com/watch?v=LDjWPUvx_-o","Nos visita Siete Rayas (yolixpa)","Sabersinfin TV","no","promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","Mmjk1i8cK-A","2016-10-11T18:20:24.000Z","UC2RkU2fefhUKQSzDH79fbtA","GRUPO CABALLO DE ORO BAJO EL CIELO DE MI TIERRA CHILENA ESTRENO","ALBUM DIES AÑOS CON TIGO MUSICA REGIONAL DEL ESTADO DE OAXACA SUSCRIBETE AL CANAL.","https://i.ytimg.com/vi/Mmjk1i8cK-A/default.jpg","120","90","https://i.ytimg.com/vi/Mmjk1i8cK-A/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Mmjk1i8cK-A/hqdefault.jpg","480","360","Eduardo Nuñez Jiménez","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","n2W6ovkE_TY","2012-06-10T03:19:15.000Z","UCmMf6GCGk-hxcp7Xgj59hAA","Es rata, castor o que?","Me espanto estaba viendo hacia el lago cuando derrepente veo esa cosa nadando y q se fue hacia mi agarrar unas hojas de comida.","https://i.ytimg.com/vi/n2W6ovkE_TY/default.jpg","120","90","https://i.ytimg.com/vi/n2W6ovkE_TY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/n2W6ovkE_TY/hqdefault.jpg","480","360","94sharol","none",244,"yes","no","no","https://www.youtube.com/watch?v=n2W6ovkE_TY","Es rata, castor o que?","94sharol","no","opossum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","uO6VA0mj0cw","2017-02-02T23:33:17.000Z","UCVyc7MDtcaQrUyXU-i0d3zw","el burro marisquero // caballo de oro","suarezmusic.","https://i.ytimg.com/vi/uO6VA0mj0cw/default.jpg","120","90","https://i.ytimg.com/vi/uO6VA0mj0cw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/uO6VA0mj0cw/hqdefault.jpg","480","360","suarezmusicoax","none",682,"yes","no","no","https://www.youtube.com/watch?v=uO6VA0mj0cw","el burro marisquero // caballo de oro","suarezmusicoax","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","zNGS7wBBtHA","2016-08-10T03:37:28.000Z","UCQvkUNzr7twQ-mvAkfbGelA","El Andariego","Provided to YouTube by DH1MEDIA El Andariego · Grupo Caballo de Oro Y Siguen Las Chilenas ℗ 2016 Suarez Music Released on: 2016-08-05 Main Artist: ...","https://i.ytimg.com/vi/zNGS7wBBtHA/default.jpg","120","90","https://i.ytimg.com/vi/zNGS7wBBtHA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/zNGS7wBBtHA/hqdefault.jpg","480","360","Grupo Caballo de Oro - Topic","none",436,"yes","no","no","https://www.youtube.com/watch?v=zNGS7wBBtHA","El Andariego","Grupo Caballo de Oro - Topic","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","ZW3xwVylx5s","2016-10-26T07:03:41.000Z","UCoVH_DNGYMkjtxWHJo_GsRw","EL TACO MACHO Caballo de oro 2016","","https://i.ytimg.com/vi/ZW3xwVylx5s/default.jpg","120","90","https://i.ytimg.com/vi/ZW3xwVylx5s/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ZW3xwVylx5s/hqdefault.jpg","480","360","chilenas de oaxaca","none",226,"yes","no","no","https://www.youtube.com/watch?v=ZW3xwVylx5s","EL TACO MACHO Caballo de oro 2016","chilenas de oaxaca","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","qP1f2kSKaIo","2015-01-16T17:47:10.000Z","UCDL92mYwHJJcrBQWCPpfByw","La Pajara - Grupo Caballo de Oro","","https://i.ytimg.com/vi/qP1f2kSKaIo/default.jpg","120","90","https://i.ytimg.com/vi/qP1f2kSKaIo/mqdefault.jpg","320","180","https://i.ytimg.com/vi/qP1f2kSKaIo/hqdefault.jpg","480","360","¡Oaxaca Mp3!","none",235,"yes","no","no","https://www.youtube.com/watch?v=qP1f2kSKaIo","La Pajara - Grupo Caballo de Oro","¡Oaxaca Mp3!","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","473cUyh4JhY","2017-04-24T14:15:03.000Z","UCSfHgdBb3gnjEtqzjq6Plmg","my chicon farm","","https://i.ytimg.com/vi/473cUyh4JhY/default.jpg","120","90","https://i.ytimg.com/vi/473cUyh4JhY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/473cUyh4JhY/hqdefault.jpg","480","360","Pikachu12345678","none",637,"yes","no","no","https://www.youtube.com/watch?v=473cUyh4JhY","my chicon farm","Pikachu12345678","no","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","duyfVvRSgv4","2015-11-25T03:30:03.000Z","UCm5aayLBZFRayiG6dyWkVEQ","El nuevo mamífero descubierto por Jim Córdoba","","https://i.ytimg.com/vi/duyfVvRSgv4/default.jpg","120","90","https://i.ytimg.com/vi/duyfVvRSgv4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/duyfVvRSgv4/hqdefault.jpg","480","360","Informe 11 Repretel","none",530,"yes","no","no","https://www.youtube.com/watch?v=duyfVvRSgv4","El nuevo mamífero descubierto por Jim Córdoba","Informe 11 Repretel","no","Diplomys labilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","rqYauAvrUFI","2017-02-02T23:33:17.000Z","UCVyc7MDtcaQrUyXU-i0d3zw","el corrido del chivo maneado // caballo de oro","suarezmusic.","https://i.ytimg.com/vi/rqYauAvrUFI/default.jpg","120","90","https://i.ytimg.com/vi/rqYauAvrUFI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/rqYauAvrUFI/hqdefault.jpg","480","360","suarezmusicoax","none",684,"yes","no","no","https://www.youtube.com/watch?v=rqYauAvrUFI","el corrido del chivo maneado // caballo de oro","suarezmusicoax","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","ur7hEcJqoOk","2009-09-27T17:15:02.000Z","UCtTmBX2D7KP4O13syF3urAw","MEXICO BAILA   EL COLAS","Una magnífica interpretación de esta canción por todos conocida ""LA BRUJA"" con el grupo musical ""MEXICO BAILA"", que en esta ocasión se acompaña del ...","https://i.ytimg.com/vi/ur7hEcJqoOk/default.jpg","120","90","https://i.ytimg.com/vi/ur7hEcJqoOk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ur7hEcJqoOk/hqdefault.jpg","480","360","llymisn","none",580,"yes","no","no","https://www.youtube.com/watch?v=ur7hEcJqoOk","MEXICO BAILA EL COLAS","llymisn","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","TBe3_W7G870","2017-02-09T14:37:59.000Z","UCRF5Zrv15HDyH6567tgtmYA","Cacomixtles","Cacomixtles Urbanos.","https://i.ytimg.com/vi/TBe3_W7G870/default.jpg","120","90","https://i.ytimg.com/vi/TBe3_W7G870/mqdefault.jpg","320","180","https://i.ytimg.com/vi/TBe3_W7G870/hqdefault.jpg","480","360","Ricardo Alzaga","none",22,"yes","no","no","https://www.youtube.com/watch?v=TBe3_W7G870","Cacomixtles","Ricardo Alzaga","yes",NA,NA,"1","0",NA,NA,"yes","unclear","yes",NA,NA,NA,NA,NA,"walking; eating","residential",NA,NA,NA
"941","HkiA8la22qw","2015-06-03T12:34:51.000Z","UCjipDtw2zsSXnw7Zxgapr-w","La calaca  Los cacomixtles","Los Cacomixtles Paty Ordaz, Voz y zapateado Carlos Torres, Violín Luis Espíndola, Guitarra y voz LA CALACA LA CALACA de José Hernández Interpretada ...","https://i.ytimg.com/vi/HkiA8la22qw/default.jpg","120","90","https://i.ytimg.com/vi/HkiA8la22qw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/HkiA8la22qw/hqdefault.jpg","480","360","Xochitzin","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","fgJFjwtOdqY","2019-04-24T02:20:58.000Z","UCKfHXIa4un0i5wCtPVdMSqw","CACOMIXTLE","Cerca de la Presa Madin.","https://i.ytimg.com/vi/fgJFjwtOdqY/default.jpg","120","90","https://i.ytimg.com/vi/fgJFjwtOdqY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/fgJFjwtOdqY/hqdefault.jpg","480","360","mario hernandez","none",73,"yes","no","no","https://www.youtube.com/watch?v=fgJFjwtOdqY","CACOMIXTLE","mario hernandez","yes",NA,"surveillance cam","1","0","2019-04-23","2019-02-02 23:52","no","n/a","yes","no",NA,"no","n/a","no","walking","residential","near madin dam, mexico",19.5325347,-99.2724762
"943","zC36sAyo_8o","2016-01-21T15:56:11.000Z","UC96q42Y3rH0aN8NVqriY89Q","Cute rare Madagascar predator caught on trail camera","Sometimes mistakes can lead to great things! We accidentally left a trail camera on video while surveying wildlife in northeastern Madagascar and got this ...","https://i.ytimg.com/vi/zC36sAyo_8o/default.jpg","120","90","https://i.ytimg.com/vi/zC36sAyo_8o/mqdefault.jpg","320","180","https://i.ytimg.com/vi/zC36sAyo_8o/hqdefault.jpg","480","360","Asia Murphy","none",276,"yes","no","no","https://www.youtube.com/watch?v=zC36sAyo_8o","Cute rare Madagascar predator caught on trail camera","Asia Murphy","no","ring-tailed vontsira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","pEcte8PLOoA","2016-08-17T04:27:23.000Z","UCVX38eIFpfIEVSB0UI3Y17w","06 Buscando un Amor - Grupo Caballo de Oro","Album 2015 ""Con sentimiento y sabor"" grupo Caballo de Oro de Miahuatlán Oaxaca.","https://i.ytimg.com/vi/pEcte8PLOoA/default.jpg","120","90","https://i.ytimg.com/vi/pEcte8PLOoA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/pEcte8PLOoA/hqdefault.jpg","480","360","JordanCMO","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","PEy6_9N77bw","2014-03-21T05:03:21.000Z","UCyVTbm4TeYimN64aPGUZAew","Grupo Caballo de oro:son alegre,produccion 2014","Grupo caballo de oro de miahuatlan oaxaca ,y esto va para los que lesgusta las chilenas,","https://i.ytimg.com/vi/PEy6_9N77bw/default.jpg","120","90","https://i.ytimg.com/vi/PEy6_9N77bw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/PEy6_9N77bw/hqdefault.jpg","480","360","Elcobra antonio","none",390,"yes","no","no","https://www.youtube.com/watch?v=PEy6_9N77bw","Grupo Caballo de oro:son alegre,produccion 2014","Elcobra antonio","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","xZPgwMzw60c","2015-06-07T16:28:45.000Z","UCbE3tQor3spz2fVzTH3tpNQ","Coyomeapan - Lugar donde beben los Coyotes - Puebla, Mexhiko","","https://i.ytimg.com/vi/xZPgwMzw60c/default.jpg","120","90","https://i.ytimg.com/vi/xZPgwMzw60c/mqdefault.jpg","320","180","https://i.ytimg.com/vi/xZPgwMzw60c/hqdefault.jpg","480","360","CMYK - Diseño Gráfico y Publicidad","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","aPmh_Zljs9A","2012-09-28T18:05:56.000Z","UCD0Xn1yD4i_C7F5wyqWi9tw","VideoClip - Donde Viven los Mapaches","","https://i.ytimg.com/vi/aPmh_Zljs9A/default.jpg","120","90","https://i.ytimg.com/vi/aPmh_Zljs9A/mqdefault.jpg","320","180","https://i.ytimg.com/vi/aPmh_Zljs9A/hqdefault.jpg","480","360","Universidad Casa Grande","none",719,"yes","no","no","https://www.youtube.com/watch?v=aPmh_Zljs9A","VideoClip - Donde Viven los Mapaches","Universidad Casa Grande","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","oXKWv4XdTdU","2011-09-23T21:03:03.000Z","UCkHefkVOKQwYNcE9p5RhxRw","CACOMIXTLE SE DA EN LA MEDRE XD","ACA EL DROGA SE CAE EN UNA MANIOBRA MORTAL Y SE DA EN TODA SU MADRE.","https://i.ytimg.com/vi/oXKWv4XdTdU/default.jpg","120","90","https://i.ytimg.com/vi/oXKWv4XdTdU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/oXKWv4XdTdU/hqdefault.jpg","480","360","slashrock6661","none",669,"yes","no","no","https://www.youtube.com/watch?v=oXKWv4XdTdU","CACOMIXTLE SE DA EN LA MEDRE XD","slashrock6661","no","entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","4bdenh3uoZ0","2014-06-23T03:00:09.000Z","UC8Wv9TdG1ZSC4LX2bBVswBA","Vlog #31 Trip To Lake Tahoe day 3 Forest Buffet !!","Hello everybody!!! This Vlog is from March 2014.... Heavenly resort Swimming Dinner Buffet Until next time friends!!! Like, comment, and SUSBCRIBE!!! Follow ...","https://i.ytimg.com/vi/4bdenh3uoZ0/default.jpg","120","90","https://i.ytimg.com/vi/4bdenh3uoZ0/mqdefault.jpg","320","180","https://i.ytimg.com/vi/4bdenh3uoZ0/hqdefault.jpg","480","360","Jomievolution8","none",756,"yes","no","no","https://www.youtube.com/watch?v=4bdenh3uoZ0","Vlog #31 Trip To Lake Tahoe day 3 Forest Buffet !!","Jomievolution8","maybe","vlog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","aSCe4gLz6to","2013-10-07T22:37:05.000Z","UCFcHvQ8RUaeIrABGk9L0bRQ","mario cart double dash wii part 3  4th place again","","https://i.ytimg.com/vi/aSCe4gLz6to/default.jpg","120","90","https://i.ytimg.com/vi/aSCe4gLz6to/mqdefault.jpg","320","180","https://i.ytimg.com/vi/aSCe4gLz6to/hqdefault.jpg","480","360","Danny Z The X Gamer","none",336,"yes","no","no","https://www.youtube.com/watch?v=aSCe4gLz6to","mario cart double dash wii part 3 4th place again","Danny Z The X Gamer","no","video game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","HvcZgVP4Kb4","2016-03-12T15:30:14.000Z","UCEacIL18Ayc5OL9KjohjItQ","DREAM DOPADO X LITTLE NOKER | CACOMIXTLES | (AUDIO)","Audio / Diseño / Vídeo / x Refuge Studio (2016) Letras y Rapeos x Dream Dopado & Little Noker Contacto: Refuge Studio: ...","https://i.ytimg.com/vi/HvcZgVP4Kb4/default.jpg","120","90","https://i.ytimg.com/vi/HvcZgVP4Kb4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/HvcZgVP4Kb4/hqdefault.jpg","480","360","Refuge Studio","none",653,"yes","no","no","https://www.youtube.com/watch?v=HvcZgVP4Kb4","DREAM DOPADO X LITTLE NOKER | CACOMIXTLES | (AUDIO)","Refuge Studio","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","bbnIqL2M9Jg","2017-10-22T14:00:43.000Z","UC-NDC9sjHn3I5Qo99Uf4IvA","Interesting Olingo Facts","Thanks For Watching Subscribe to become a part of #TeamHealthApta SUBSCRIBE for awesome videos every day!: LIKE us on FACEBOOK: ...","https://i.ytimg.com/vi/bbnIqL2M9Jg/default.jpg","120","90","https://i.ytimg.com/vi/bbnIqL2M9Jg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/bbnIqL2M9Jg/hqdefault.jpg","480","360","Health Apta","none",442,"yes","no","no","https://www.youtube.com/watch?v=bbnIqL2M9Jg","Interesting Olingo Facts","Health Apta","no","olingo","educational",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","u1C_ab5pYRA","2015-04-12T03:30:11.000Z","UCqa5Flt8HHRRPEj8hNNaXAw","Curvaceous Meaning","Video shows what curvaceous means. Having shapely and voluptuous curves; curvy.. curvaceous pronunciation. How to pronounce, definition by Wiktionary ...","https://i.ytimg.com/vi/u1C_ab5pYRA/default.jpg","120","90","https://i.ytimg.com/vi/u1C_ab5pYRA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/u1C_ab5pYRA/hqdefault.jpg","480","360","SDictionary","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","0mIalkijEms","2012-05-15T20:10:11.000Z","UCTKnzZTN0nhm8nUxixzeQuw","Cacomiztle vs los murciélagos","La colecta para comer.","https://i.ytimg.com/vi/0mIalkijEms/default.jpg","120","90","https://i.ytimg.com/vi/0mIalkijEms/mqdefault.jpg","320","180","https://i.ytimg.com/vi/0mIalkijEms/hqdefault.jpg","480","360","Rodrigo Vargas Yañez","none",200,"yes","no","no","https://www.youtube.com/watch?v=0mIalkijEms","Cacomiztle vs los murciélagos","Rodrigo Vargas Yañez","yes",NA,"interacting with bats",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","T4IjWirc_m0","2017-02-02T23:33:17.000Z","UCVyc7MDtcaQrUyXU-i0d3zw","soy feliz contigo // caballo de oro","suarezmusic.","https://i.ytimg.com/vi/T4IjWirc_m0/default.jpg","120","90","https://i.ytimg.com/vi/T4IjWirc_m0/mqdefault.jpg","320","180","https://i.ytimg.com/vi/T4IjWirc_m0/hqdefault.jpg","480","360","suarezmusicoax","none",691,"yes","no","no","https://www.youtube.com/watch?v=T4IjWirc_m0","soy feliz contigo // caballo de oro","suarezmusicoax","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","p0C0pOutTEo","2014-05-03T03:50:58.000Z","UCnHwxS0Ta7PEv5k8G3hsJlw","Grabé un Coati Mexicano","","https://i.ytimg.com/vi/p0C0pOutTEo/default.jpg","120","90","https://i.ytimg.com/vi/p0C0pOutTEo/mqdefault.jpg","320","180","https://i.ytimg.com/vi/p0C0pOutTEo/hqdefault.jpg","480","360","Sergio Fachelli","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","S9QL3kDf8gA","2013-12-16T23:50:38.000Z","UCYPcQJl6XojafoMmVpoc12g","אין בגני שקדיה  צוות הווי פיקוד מרכז","מילים: ג'ון לנון ופול מקרטני לחן: ג'ון לנון ופול מקרטני עברית: נעמי שמר אם עוד יש בגני שקדיה אם עוד ישנו איזה...","https://i.ytimg.com/vi/S9QL3kDf8gA/default.jpg","120","90","https://i.ytimg.com/vi/S9QL3kDf8gA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/S9QL3kDf8gA/hqdefault.jpg","480","360","רחל פרומן קומלוש","none",748,"yes","no","no","https://www.youtube.com/watch?v=S9QL3kDf8gA","אין בגני שקדיה צוות הווי פיקוד מרכז","רחל פרומן-קומלוש","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","YxnIgO1alak","2012-08-01T08:14:23.000Z","UCkcoskZk53IYCItX3L4z9mQ","COYOTE DEL CENTRO CONVENCIONES DE TAMPICO MARTES 31 JULIO 2012 APROX 12.10 PM","LA VIDA SILVESTRE AUN ABUNDA EN LAS AREAS VERDES COLINDANTES DE LA LAGUNA DEL CARPINTERO Y CENTRO DE CONVENCIONES DE ...","https://i.ytimg.com/vi/YxnIgO1alak/default.jpg","120","90","https://i.ytimg.com/vi/YxnIgO1alak/mqdefault.jpg","320","180","https://i.ytimg.com/vi/YxnIgO1alak/hqdefault.jpg","480","360","alsaalas","none",750,"yes","no","no","https://www.youtube.com/watch?v=YxnIgO1alak","COYOTE DEL CENTRO CONVENCIONES DE TAMPICO MARTES 31 JULIO 2012 APROX 12.10 PM","alsaalas","maybe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
